"txnId","contractId","date","amount","currency","txnType","merchantId","ApplicationID"
"T4408","K902","2023-11-01","162236.23","GBP","Drawdown","M24","APP010"
"T4409","K140","2024-01-28","172473.64","SGD","Payment","M9","APP004"
"T4410","K805","2023-10-25","430881.46","EUR","Drawdown","M136","APP010"
"T4411","K908","2024-10-05","278287.56","EUR","Interest","M200","APP003"
"T4412","K970","2023-09-22","123459.06","USD","Payment","M66","APP004"
"T4413","K171","2023-10-09","175681.54","EUR","Repayment","M136","APP010"
"T4414","K822","2023-01-06","162667.76","SGD","Interest","M195","APP003"
"T4415","K310","2023-04-13","183216.6","USD","Interest","M143","APP003"
"T4416","K881","2023-11-26","275773.63","SGD","Interest","M8","APP003"
"T4417","K696","2023-05-21","21979.57","JPY","Repayment","M44","APP010"
"T4418","K126","2023-07-13","443969.17","SGD","Payment","M24","APP004"
"T4419","K637","2024-07-10","451879.92","JPY","Interest","M107","APP003"
"T4420","K945","2023-06-12","475758.84","JPY","Repayment","M139","APP010"
"T4421","K831","2024-01-02","283364.28","SGD","Repayment","M133","APP010"
"T4422","K509","2023-06-07","413356.82","USD","Drawdown","M41","APP010"
"T4423","K825","2023-08-29","284124.59","SGD","Repayment","M148","APP010"
"T4424","K838","2023-03-29","237470.84","JPY","Interest","M80","APP003"
"T4425","K308","2023-03-31","214128.04","GBP","Repayment","M195","APP010"
"T4426","K188","2024-02-25","278797.23","USD","Interest","M2","APP003"
"T4427","K20","2023-09-09","40211.86","USD","Repayment","M135","APP010"
"T4428","K500","2023-08-31","169899.21","USD","Repayment","M6","APP010"
"T4429","K151","2024-06-13","80446.24","USD","Payment","M186","APP004"
"T4430","K909","2024-01-15","181065.3","EUR","Drawdown","M18","APP010"
"T4431","K408","2023-08-02","265383.82","JPY","Repayment","M169","APP010"
"T4432","K886","2024-06-24","35007.24","EUR","Interest","M107","APP003"
"T4433","K135","2024-11-10","233767.3","USD","Payment","M92","APP004"
"T4434","K176","2023-11-12","340792.03","JPY","Interest","M65","APP003"
"T4435","K283","2023-05-13","412793.09","GBP","Interest","M15","APP003"
"T4436","K493","2024-02-20","454365.28","EUR","Drawdown","M189","APP010"
"T4437","K556","2024-12-24","469486.76","GBP","Repayment","M4","APP010"
"T4438","K587","2023-10-17","254336.62","SGD","Repayment","M61","APP010"
"T4439","K706","2024-03-07","108867.53","JPY","Payment","M110","APP004"
"T4440","K51","2024-09-09","44874.34","EUR","Drawdown","M115","APP010"
"T4441","K609","2023-04-30","115330.88","SGD","Interest","M20","APP003"
"T4442","K275","2024-07-29","332166.23","EUR","Payment","M159","APP004"
"T4443","K650","2023-12-24","4476.69","EUR","Payment","M185","APP004"
"T4444","K110","2024-03-15","216710.45","JPY","Interest","M172","APP003"
"T4445","K136","2023-01-22","309095.16","EUR","Payment","M147","APP004"
"T4446","K134","2023-02-05","60459.87","JPY","Repayment","M141","APP010"
"T4447","K742","2024-07-13","177062.98","GBP","Repayment","M181","APP010"
"T4448","K153","2024-03-14","225531.68","USD","Drawdown","M148","APP010"
"T4449","K663","2024-10-22","99654.37","SGD","Drawdown","M130","APP010"
"T4450","K166","2024-04-05","454836.1","EUR","Drawdown","M83","APP010"
"T4451","K831","2023-04-08","39585.34","GBP","Interest","M22","APP003"
"T4452","K290","2024-04-12","83271.97","USD","Interest","M86","APP003"
"T4453","K851","2024-12-28","230285.72","USD","Drawdown","M47","APP010"
"T4454","K307","2024-03-11","405540.64","GBP","Interest","M41","APP003"
"T4455","K395","2023-04-12","173567.69","USD","Repayment","M178","APP010"
"T4456","K72","2023-05-19","150889.2","JPY","Interest","M187","APP003"
"T4457","K461","2023-07-03","380102.75","SGD","Interest","M123","APP003"
"T4458","K176","2024-11-15","375996.6","EUR","Repayment","M163","APP010"
"T4459","K314","2023-06-03","315202.62","EUR","Drawdown","M160","APP010"
"T4460","K919","2023-12-26","259927.12","GBP","Interest","M93","APP003"
"T4461","K488","2023-03-27","169441.67","SGD","Drawdown","M58","APP010"
"T4462","K916","2024-02-07","433407.95","USD","Repayment","M158","APP010"
"T4463","K938","2024-03-19","24390.75","GBP","Drawdown","M137","APP010"
"T4464","K663","2023-01-15","320713.0","GBP","Drawdown","M121","APP010"
"T4465","K596","2024-11-02","209962.08","USD","Payment","M185","APP004"
"T4466","K52","2024-03-16","144253.15","JPY","Payment","M108","APP004"
"T4467","K716","2023-10-03","241981.68","SGD","Interest","M33","APP003"
"T4468","K295","2024-11-13","84728.51","SGD","Repayment","M33","APP010"
"T4469","K375","2023-07-23","297355.78","USD","Repayment","M106","APP010"
"T4470","K801","2024-04-10","116233.51","JPY","Payment","M184","APP004"
"T4471","K981","2023-07-28","461553.33","USD","Payment","M174","APP004"
"T4472","K341","2023-04-26","233913.73","USD","Payment","M193","APP004"
"T4473","K472","2023-05-24","409976.54","SGD","Drawdown","M17","APP010"
"T4474","K265","2024-01-17","480040.8","EUR","Interest","M147","APP003"
"T4475","K993","2024-09-04","7361.37","USD","Payment","M134","APP004"
"T4476","K273","2023-04-08","459284.76","GBP","Repayment","M85","APP010"
"T4477","K626","2024-02-14","492541.15","EUR","Interest","M79","APP003"
"T4478","K168","2023-05-03","288029.07","GBP","Drawdown","M158","APP010"
"T4479","K428","2024-06-15","208303.81","SGD","Interest","M22","APP003"
"T4480","K362","2023-07-13","431659.25","USD","Repayment","M43","APP010"
"T4481","K442","2024-08-20","456475.09","EUR","Interest","M187","APP003"
"T4482","K799","2023-07-03","201939.34","USD","Payment","M185","APP004"
"T4483","K208","2023-04-22","302951.83","USD","Payment","M181","APP004"
"T4484","K995","2024-05-09","28745.46","EUR","Interest","M105","APP003"
"T4485","K70","2024-11-02","420514.82","EUR","Drawdown","M38","APP010"
"T4486","K463","2024-01-26","244956.37","EUR","Drawdown","M67","APP010"
"T4487","K675","2024-12-29","27196.25","EUR","Repayment","M165","APP010"
"T4488","K255","2023-04-08","200875.62","SGD","Repayment","M186","APP010"
"T4489","K723","2024-08-05","31521.41","SGD","Interest","M94","APP003"
"T4490","K831","2024-11-01","134552.09","JPY","Repayment","M160","APP010"
"T4491","K202","2023-08-26","478022.95","JPY","Interest","M151","APP003"
"T4492","K20","2023-08-04","160412.9","GBP","Repayment","M177","APP010"
"T4493","K356","2023-05-16","257178.7","JPY","Repayment","M86","APP010"
"T4494","K468","2023-06-03","124811.87","JPY","Payment","M57","APP004"
"T4495","K253","2023-01-16","467192.62","GBP","Drawdown","M88","APP010"
"T4496","K255","2024-05-03","449174.96","GBP","Payment","M47","APP004"
"T4497","K236","2023-11-25","155802.85","GBP","Repayment","M76","APP010"
"T4498","K777","2024-01-05","466768.92","USD","Drawdown","M49","APP010"
"T4499","K732","2024-09-28","229859.5","USD","Repayment","M59","APP010"
"T4500","K356","2023-02-04","162774.14","USD","Interest","M13","APP003"
"T4501","K129","2023-07-13","410928.19","EUR","Payment","M8","APP004"
"T4502","K500","2024-07-04","45797.43","EUR","Drawdown","M137","APP010"
"T4503","K880","2024-01-23","28015.35","JPY","Drawdown","M163","APP010"
"T4504","K716","2023-02-10","137418.04","GBP","Drawdown","M88","APP010"
"T4505","K403","2023-08-26","36532.0","JPY","Repayment","M96","APP010"
"T4506","K833","2023-10-17","428069.61","GBP","Drawdown","M60","APP010"
"T4507","K523","2024-09-13","406518.07","SGD","Payment","M151","APP004"
"T4508","K94","2024-10-17","125483.63","EUR","Payment","M90","APP004"
"T4509","K733","2024-07-31","112383.68","EUR","Drawdown","M196","APP010"
"T4510","K998","2023-02-23","308618.73","SGD","Payment","M86","APP004"
"T4511","K709","2024-01-22","429302.43","EUR","Drawdown","M128","APP010"
"T4512","K973","2023-04-05","447174.1","SGD","Interest","M60","APP003"
"T4513","K178","2024-02-04","316270.0","GBP","Drawdown","M105","APP010"
"T4514","K252","2023-01-14","420107.88","SGD","Payment","M191","APP004"
"T4515","K421","2023-04-15","422842.56","USD","Drawdown","M184","APP010"
"T4516","K443","2023-07-04","158655.42","USD","Payment","M118","APP004"
"T4517","K447","2024-12-30","37505.62","USD","Drawdown","M40","APP010"
"T4518","K57","2023-09-02","303949.59","SGD","Drawdown","M171","APP010"
"T4519","K668","2023-11-23","298227.57","SGD","Payment","M79","APP004"
"T4520","K195","2024-06-16","108670.17","SGD","Payment","M130","APP004"
"T4521","K44","2024-08-01","382965.48","USD","Payment","M12","APP004"
"T4522","K81","2024-12-12","142980.26","SGD","Payment","M13","APP004"
"T4523","K751","2023-06-18","300347.96","SGD","Payment","M138","APP004"
"T4524","K609","2023-06-10","20094.19","SGD","Payment","M99","APP004"
"T4525","K961","2023-07-08","277876.43","USD","Interest","M131","APP003"
"T4526","K485","2024-07-03","268292.73","EUR","Payment","M136","APP004"
"T4527","K837","2024-06-16","177257.35","SGD","Payment","M90","APP004"
"T4528","K643","2023-01-28","330758.34","SGD","Drawdown","M103","APP010"
"T4529","K777","2024-03-08","268615.11","GBP","Interest","M123","APP003"
"T4530","K181","2024-02-12","18103.14","SGD","Repayment","M183","APP010"
"T4531","K500","2023-05-02","412236.88","JPY","Payment","M173","APP004"
"T4532","K685","2024-11-02","145901.18","GBP","Repayment","M118","APP010"
"T4533","K216","2023-10-01","210567.51","USD","Interest","M133","APP003"
"T4534","K229","2024-07-18","362490.6","USD","Repayment","M13","APP010"
"T4535","K788","2023-11-07","302226.56","JPY","Drawdown","M27","APP010"
"T4536","K657","2023-07-18","173993.05","EUR","Repayment","M106","APP010"
"T4537","K473","2024-11-23","40635.96","SGD","Interest","M68","APP003"
"T4538","K578","2023-01-28","471965.84","SGD","Interest","M116","APP003"
"T4539","K382","2023-02-23","434330.26","EUR","Interest","M26","APP003"
"T4540","K87","2023-11-27","152856.66","SGD","Payment","M90","APP004"
"T4541","K685","2024-04-16","398007.01","SGD","Repayment","M78","APP010"
"T4542","K255","2024-12-20","375496.54","JPY","Payment","M161","APP004"
"T4543","K672","2023-12-07","105545.03","GBP","Payment","M185","APP004"
"T4544","K34","2023-04-15","175395.49","EUR","Interest","M85","APP003"
"T4545","K777","2024-09-06","107750.11","SGD","Interest","M124","APP003"
"T4546","K814","2023-07-07","10195.83","GBP","Payment","M97","APP004"
"T4547","K508","2024-06-18","279047.55","USD","Repayment","M107","APP010"
"T4548","K111","2023-10-16","142302.48","SGD","Repayment","M4","APP010"
"T4549","K873","2023-03-22","72645.08","USD","Repayment","M96","APP010"
"T4550","K979","2024-09-27","145746.11","EUR","Payment","M169","APP004"
"T4551","K60","2023-09-23","148597.91","USD","Payment","M171","APP004"
"T4552","K578","2024-03-31","459282.93","GBP","Interest","M103","APP003"
"T4553","K647","2023-12-22","119213.88","JPY","Interest","M35","APP003"
"T4554","K318","2023-10-21","49600.96","GBP","Payment","M52","APP004"
"T4555","K818","2024-09-08","386197.62","GBP","Repayment","M198","APP010"
"T4556","K688","2023-02-16","14721.02","JPY","Payment","M75","APP004"
"T4557","K229","2023-09-01","79536.85","EUR","Repayment","M5","APP010"
"T4558","K504","2024-06-21","486855.47","EUR","Payment","M113","APP004"
"T4559","K582","2024-03-15","480925.18","SGD","Drawdown","M70","APP010"
"T4560","K424","2024-08-09","194355.48","JPY","Interest","M178","APP003"
"T4561","K200","2023-10-07","50788.27","JPY","Interest","M41","APP003"
"T4562","K149","2023-09-19","78446.24","EUR","Interest","M15","APP003"
"T4563","K5","2023-05-09","64569.98","USD","Repayment","M58","APP010"
"T4564","K919","2023-08-11","20437.53","SGD","Interest","M116","APP003"
"T4565","K874","2024-10-20","487821.33","USD","Repayment","M93","APP010"
"T4566","K81","2024-05-27","185112.31","JPY","Payment","M68","APP004"
"T4567","K105","2024-12-17","258774.79","GBP","Payment","M87","APP004"
"T4568","K72","2023-11-17","201870.92","USD","Payment","M47","APP004"
"T4569","K223","2024-03-25","64417.77","JPY","Drawdown","M198","APP010"
"T4570","K283","2024-01-13","317807.92","USD","Interest","M50","APP003"
"T4571","K427","2023-03-06","163866.13","SGD","Interest","M157","APP003"
"T4572","K331","2024-10-06","276276.0","EUR","Drawdown","M78","APP010"
"T4573","K160","2023-01-12","73229.06","EUR","Repayment","M65","APP010"
"T4574","K550","2024-02-27","418359.68","GBP","Payment","M63","APP004"
"T4575","K890","2023-12-25","118118.03","USD","Drawdown","M94","APP010"
"T4576","K43","2023-06-25","471567.95","USD","Payment","M179","APP004"
"T4577","K157","2023-10-23","339840.94","JPY","Payment","M68","APP004"
"T4578","K807","2023-04-05","302537.11","GBP","Interest","M2","APP003"
"T4579","K393","2023-03-08","13229.13","SGD","Payment","M129","APP004"
"T4580","K582","2024-10-09","372434.22","USD","Repayment","M188","APP010"
"T4581","K323","2024-10-19","474058.98","JPY","Repayment","M78","APP010"
"T4582","K744","2024-01-13","205194.27","JPY","Repayment","M75","APP010"
"T4583","K65","2023-02-05","111001.78","USD","Drawdown","M24","APP010"
"T4584","K203","2024-08-09","35810.5","USD","Payment","M144","APP004"
"T4585","K649","2023-03-22","156713.18","EUR","Payment","M179","APP004"
"T4586","K721","2023-06-29","79129.61","USD","Interest","M151","APP003"
"T4587","K685","2023-01-02","155549.15","SGD","Payment","M129","APP004"
"T4588","K370","2023-11-18","1680.42","EUR","Payment","M99","APP004"
"T4589","K465","2023-03-19","148660.18","JPY","Interest","M135","APP003"
"T4590","K218","2023-02-23","11868.69","USD","Drawdown","M91","APP010"
"T4591","K782","2024-12-08","195473.02","EUR","Interest","M33","APP003"
"T4592","K970","2024-08-16","77080.63","EUR","Interest","M154","APP003"
"T4593","K276","2024-09-06","28271.67","EUR","Payment","M57","APP004"
"T4594","K220","2024-10-28","496570.53","SGD","Drawdown","M67","APP010"
"T4595","K634","2024-05-02","290731.6","JPY","Interest","M1","APP003"
"T4596","K619","2023-06-28","124219.17","USD","Repayment","M101","APP010"
"T4597","K766","2024-04-22","145176.34","GBP","Interest","M77","APP003"
"T4598","K73","2023-01-04","416894.38","USD","Repayment","M43","APP010"
"T4599","K437","2024-08-12","404723.31","EUR","Repayment","M17","APP010"
"T4600","K720","2024-05-16","278704.09","EUR","Interest","M102","APP003"
"T4601","K248","2023-03-10","343037.1","USD","Payment","M7","APP004"
"T4602","K547","2024-04-13","203617.15","EUR","Drawdown","M105","APP010"
"T4603","K806","2023-03-15","83706.06","GBP","Interest","M10","APP003"
"T4604","K398","2024-12-24","145021.59","USD","Drawdown","M113","APP010"
"T4605","K298","2024-02-09","200602.85","JPY","Drawdown","M144","APP010"
"T4606","K388","2024-08-24","318153.23","JPY","Drawdown","M131","APP010"
"T4607","K259","2024-02-06","35598.85","USD","Repayment","M104","APP010"
"T4608","K828","2023-03-24","13651.23","USD","Interest","M120","APP003"
"T4609","K5","2024-08-08","36836.18","SGD","Repayment","M168","APP010"
"T4610","K493","2023-09-01","287486.88","EUR","Repayment","M52","APP010"
"T4611","K836","2024-12-26","19449.16","JPY","Payment","M29","APP004"
"T4612","K954","2024-11-18","37868.3","USD","Interest","M14","APP003"
"T4613","K38","2023-08-04","308427.61","GBP","Payment","M69","APP004"
"T4614","K294","2023-08-17","43979.37","EUR","Drawdown","M152","APP010"
"T4615","K434","2023-12-14","140378.71","GBP","Repayment","M171","APP010"
"T4616","K678","2024-02-08","152216.0","JPY","Interest","M180","APP003"
"T4617","K948","2023-09-23","187638.78","GBP","Repayment","M146","APP010"
"T4618","K112","2024-01-08","388301.31","USD","Repayment","M187","APP010"
"T4619","K240","2023-10-07","122657.75","USD","Payment","M80","APP004"
"T4620","K633","2024-06-23","398686.66","JPY","Repayment","M99","APP010"
"T4621","K642","2023-11-10","489993.42","GBP","Interest","M184","APP003"
"T4622","K115","2024-07-28","307098.36","SGD","Repayment","M27","APP010"
"T4623","K466","2023-06-18","480802.99","EUR","Interest","M178","APP003"
"T4624","K935","2023-05-01","137250.1","SGD","Repayment","M51","APP010"
"T4625","K812","2024-08-02","406081.89","EUR","Interest","M85","APP003"
"T4626","K994","2024-05-28","122557.06","JPY","Repayment","M123","APP010"
"T4627","K675","2024-09-22","194622.12","SGD","Payment","M67","APP004"
"T4628","K719","2023-03-02","495525.45","GBP","Drawdown","M148","APP010"
"T4629","K206","2024-09-06","63059.62","SGD","Interest","M113","APP003"
"T4630","K960","2023-01-26","215780.12","EUR","Drawdown","M144","APP010"
"T4631","K657","2023-03-20","239367.78","GBP","Drawdown","M119","APP010"
"T4632","K623","2023-04-08","60102.74","USD","Interest","M35","APP003"
"T4633","K348","2023-01-20","197207.54","JPY","Repayment","M95","APP010"
"T4634","K769","2023-07-24","197179.31","SGD","Repayment","M152","APP010"
"T4635","K548","2024-06-23","298389.09","USD","Payment","M76","APP004"
"T4636","K679","2024-05-03","323298.21","EUR","Interest","M2","APP003"
"T4637","K868","2024-11-09","116157.47","GBP","Drawdown","M170","APP010"
"T4638","K136","2024-01-05","348109.49","USD","Interest","M102","APP003"
"T4639","K977","2024-08-03","292012.42","GBP","Drawdown","M83","APP010"
"T4640","K130","2024-04-14","417041.74","USD","Drawdown","M7","APP010"
"T4641","K637","2024-12-18","87643.65","USD","Payment","M13","APP004"
"T4642","K683","2023-03-04","392102.04","USD","Payment","M22","APP004"
"T4643","K838","2023-09-11","212642.06","SGD","Payment","M150","APP004"
"T4644","K471","2023-05-30","281362.2","EUR","Payment","M36","APP004"
"T4645","K971","2023-03-10","427852.44","USD","Payment","M173","APP004"
"T4646","K758","2024-03-07","256484.9","GBP","Drawdown","M171","APP010"
"T4647","K995","2023-10-19","416271.83","JPY","Payment","M196","APP004"
"T4648","K697","2024-06-17","475105.79","JPY","Interest","M123","APP003"
"T4649","K131","2023-06-02","337253.04","GBP","Payment","M16","APP004"
"T4650","K271","2024-05-31","131937.29","USD","Interest","M174","APP003"
"T4651","K911","2023-12-29","474395.06","GBP","Interest","M93","APP003"
"T4652","K993","2023-09-04","362595.03","USD","Repayment","M33","APP010"
"T4653","K74","2024-08-22","495666.17","JPY","Repayment","M36","APP010"
"T4654","K22","2023-11-15","107448.12","USD","Interest","M74","APP003"
"T4655","K125","2024-01-09","192818.84","GBP","Payment","M40","APP004"
"T4656","K195","2023-11-18","131637.42","USD","Interest","M156","APP003"
"T4657","K245","2023-11-25","253864.73","EUR","Payment","M106","APP004"
"T4658","K868","2023-12-26","217838.16","USD","Repayment","M38","APP010"
"T4659","K231","2024-08-30","289125.18","USD","Repayment","M169","APP010"
"T4660","K184","2023-09-24","70816.08","JPY","Repayment","M163","APP010"
"T4661","K825","2023-11-09","402716.59","USD","Repayment","M98","APP010"
"T4662","K910","2024-04-12","120959.47","JPY","Drawdown","M155","APP010"
"T4663","K867","2024-04-30","284267.56","GBP","Repayment","M81","APP010"
"T4664","K190","2024-12-05","307835.47","EUR","Drawdown","M78","APP010"
"T4665","K701","2024-02-09","139932.14","GBP","Interest","M197","APP003"
"T4666","K721","2024-07-20","271522.16","JPY","Payment","M30","APP004"
"T4667","K77","2023-08-29","391793.68","GBP","Repayment","M12","APP010"
"T4668","K437","2023-07-20","13129.78","JPY","Payment","M83","APP004"
"T4669","K576","2024-01-24","239972.49","EUR","Drawdown","M180","APP010"
"T4670","K357","2024-04-06","337732.31","USD","Interest","M179","APP003"
"T4671","K911","2023-05-10","390219.37","JPY","Interest","M157","APP003"
"T4672","K54","2023-05-14","461224.88","JPY","Payment","M177","APP004"
"T4673","K156","2023-01-13","356906.41","EUR","Interest","M61","APP003"
"T4674","K480","2023-05-11","58998.69","GBP","Interest","M102","APP003"
"T4675","K743","2023-01-18","108965.7","GBP","Drawdown","M131","APP010"
"T4676","K305","2023-02-26","268058.51","USD","Repayment","M160","APP010"
"T4677","K328","2023-09-25","329289.08","JPY","Interest","M120","APP003"
"T4678","K789","2023-06-26","361020.48","JPY","Repayment","M155","APP010"
"T4679","K851","2023-10-06","488396.19","JPY","Drawdown","M196","APP010"
"T4680","K355","2023-02-22","282598.19","GBP","Drawdown","M185","APP010"
"T4681","K463","2023-07-29","341412.63","USD","Payment","M123","APP004"
"T4682","K692","2023-06-18","493831.86","SGD","Payment","M56","APP004"
"T4683","K728","2024-02-14","213422.57","EUR","Interest","M168","APP003"
"T4684","K475","2024-11-01","216113.25","USD","Repayment","M94","APP010"
"T4685","K971","2024-03-07","146540.16","GBP","Repayment","M54","APP010"
"T4686","K32","2024-09-10","8192.43","USD","Drawdown","M102","APP010"
"T4687","K980","2023-07-13","17004.61","JPY","Repayment","M148","APP010"
"T4688","K988","2023-05-10","314511.03","JPY","Repayment","M131","APP010"
"T4689","K478","2023-06-23","480812.75","GBP","Payment","M11","APP004"
"T4690","K910","2024-01-02","341793.0","JPY","Repayment","M22","APP010"
"T4691","K176","2024-05-09","221247.0","SGD","Drawdown","M196","APP010"
"T4692","K942","2023-08-14","272839.51","GBP","Repayment","M1","APP010"
"T4693","K484","2023-04-14","4285.17","JPY","Interest","M6","APP003"
"T4694","K564","2023-08-18","69725.64","SGD","Drawdown","M173","APP010"
"T4695","K72","2023-12-06","341257.32","GBP","Interest","M157","APP003"
"T4696","K715","2023-11-30","381254.19","GBP","Interest","M84","APP003"
"T4697","K68","2023-05-02","312728.11","EUR","Drawdown","M85","APP010"
"T4698","K94","2024-06-15","354977.9","USD","Drawdown","M21","APP010"
"T4699","K34","2024-02-03","58296.9","EUR","Drawdown","M182","APP010"
"T4700","K132","2023-04-11","215207.94","GBP","Repayment","M177","APP010"
"T4701","K49","2023-01-10","105692.17","USD","Interest","M35","APP003"
"T4702","K133","2023-07-06","161797.16","GBP","Repayment","M1","APP010"
"T4703","K723","2024-12-03","96009.93","EUR","Repayment","M164","APP010"
"T4704","K282","2023-06-03","497886.54","EUR","Repayment","M148","APP010"
"T4705","K118","2023-12-04","383992.51","GBP","Payment","M156","APP004"
"T4706","K115","2024-11-07","208355.88","SGD","Repayment","M32","APP010"
"T4707","K433","2024-10-14","450026.15","SGD","Interest","M143","APP003"
"T4708","K483","2024-07-18","338354.59","USD","Repayment","M53","APP010"
"T4709","K879","2023-01-02","127865.34","EUR","Drawdown","M17","APP010"
"T4710","K966","2023-01-15","195377.86","SGD","Interest","M68","APP003"
"T4711","K595","2023-12-27","3137.81","JPY","Drawdown","M75","APP010"
"T4712","K808","2024-07-24","166312.63","USD","Payment","M85","APP004"
"T4713","K747","2024-05-24","48396.86","SGD","Drawdown","M37","APP010"
"T4714","K595","2023-11-17","415237.64","GBP","Payment","M151","APP004"
"T4715","K133","2023-08-18","48850.43","EUR","Payment","M82","APP004"
"T4716","K838","2023-01-15","327444.28","SGD","Interest","M26","APP003"
"T4717","K749","2024-07-12","386645.33","USD","Drawdown","M42","APP010"
"T4718","K726","2023-09-15","186866.45","GBP","Repayment","M35","APP010"
"T4719","K677","2024-09-08","489829.49","USD","Drawdown","M129","APP010"
"T4720","K858","2024-03-01","97360.16","SGD","Interest","M163","APP003"
"T4721","K312","2023-07-02","175570.89","EUR","Payment","M180","APP004"
"T4722","K872","2024-07-07","153725.19","SGD","Repayment","M88","APP010"
"T4723","K765","2024-11-07","338504.73","JPY","Drawdown","M12","APP010"
"T4724","K791","2023-03-24","44382.87","EUR","Repayment","M84","APP010"
"T4725","K328","2024-01-29","343225.76","GBP","Interest","M115","APP003"
"T4726","K722","2024-02-26","276529.48","GBP","Interest","M11","APP003"
"T4727","K227","2023-03-06","491603.87","EUR","Payment","M61","APP004"
"T4728","K21","2023-07-17","454329.5","EUR","Payment","M181","APP004"
"T4729","K778","2024-04-05","235973.04","JPY","Interest","M18","APP003"
"T4730","K819","2024-11-21","424923.28","EUR","Repayment","M46","APP010"
"T4731","K624","2024-11-24","110872.46","EUR","Drawdown","M170","APP010"
"T4732","K749","2023-10-11","298532.38","GBP","Payment","M84","APP004"
"T4733","K755","2024-09-08","176959.59","SGD","Interest","M83","APP003"
"T4734","K456","2024-01-21","300192.6","USD","Payment","M175","APP004"
"T4735","K193","2024-09-01","225157.26","JPY","Repayment","M5","APP010"
"T4736","K726","2023-08-26","379539.47","SGD","Interest","M37","APP003"
"T4737","K453","2024-11-09","125806.95","USD","Payment","M100","APP004"
"T4738","K1","2024-03-02","285423.56","EUR","Interest","M10","APP003"
"T4739","K818","2024-08-10","55405.84","EUR","Repayment","M47","APP010"
"T4740","K120","2024-08-26","103347.9","SGD","Interest","M16","APP003"
"T4741","K8","2024-12-12","257494.92","EUR","Interest","M111","APP003"
"T4742","K698","2024-08-04","36103.64","JPY","Repayment","M2","APP010"
"T4743","K704","2024-12-16","248425.19","SGD","Payment","M190","APP004"
"T4744","K120","2024-08-03","123961.97","JPY","Interest","M148","APP003"
"T4745","K906","2024-10-30","422974.75","GBP","Interest","M27","APP003"
"T4746","K649","2024-12-04","464581.13","SGD","Payment","M57","APP004"
"T4747","K217","2024-02-09","338702.72","JPY","Drawdown","M38","APP010"
"T4748","K526","2023-10-11","367206.3","JPY","Interest","M132","APP003"
"T4749","K668","2023-03-23","273503.01","EUR","Repayment","M148","APP010"
"T4750","K479","2023-11-04","348641.62","USD","Payment","M166","APP004"
"T4751","K5","2024-01-01","119368.75","JPY","Drawdown","M158","APP010"
"T4752","K597","2024-04-20","424976.96","EUR","Drawdown","M81","APP010"
"T4753","K474","2024-06-15","450426.87","EUR","Drawdown","M71","APP010"
"T4754","K113","2024-10-22","481542.37","SGD","Interest","M149","APP003"
"T4755","K928","2024-10-05","86007.84","SGD","Repayment","M99","APP010"
"T4756","K656","2024-08-21","463199.7","EUR","Repayment","M77","APP010"
"T4757","K788","2023-12-18","415341.95","JPY","Payment","M177","APP004"
"T4758","K401","2023-01-25","468404.7","EUR","Repayment","M88","APP010"
"T4759","K594","2024-05-21","459881.99","GBP","Drawdown","M161","APP010"
"T4760","K653","2024-07-05","431246.91","USD","Interest","M156","APP003"
"T4761","K721","2024-08-31","286578.54","SGD","Drawdown","M130","APP010"
"T4762","K876","2023-09-02","225769.29","GBP","Interest","M85","APP003"
"T4763","K427","2024-06-01","493124.91","JPY","Payment","M97","APP004"
"T4764","K489","2024-02-13","155405.59","GBP","Drawdown","M174","APP010"
"T4765","K40","2024-01-15","420663.13","GBP","Payment","M114","APP004"
"T4766","K668","2024-06-04","49832.98","SGD","Interest","M100","APP003"
"T4767","K97","2024-11-14","460681.73","GBP","Drawdown","M169","APP010"
"T4768","K27","2024-05-13","313582.63","SGD","Repayment","M100","APP010"
"T4769","K598","2023-05-02","75157.5","GBP","Drawdown","M73","APP010"
"T4770","K14","2023-07-03","452190.8","SGD","Drawdown","M34","APP010"
"T4771","K977","2024-03-06","167182.3","USD","Repayment","M58","APP010"
"T4772","K90","2024-08-17","499839.39","GBP","Interest","M81","APP003"
"T4773","K201","2023-05-04","229841.78","EUR","Drawdown","M31","APP010"
"T4774","K292","2024-04-28","225794.67","EUR","Payment","M49","APP004"
"T4775","K144","2023-04-10","123587.87","SGD","Interest","M20","APP003"
"T4776","K300","2023-11-26","396313.11","EUR","Payment","M150","APP004"
"T4777","K249","2024-07-05","179110.52","EUR","Drawdown","M178","APP010"
"T4778","K463","2023-02-02","456710.25","GBP","Payment","M11","APP004"
"T4779","K421","2023-03-30","235661.49","USD","Repayment","M108","APP010"
"T4780","K998","2023-08-29","133469.01","EUR","Drawdown","M121","APP010"
"T4781","K819","2023-11-01","56467.38","GBP","Payment","M142","APP004"
"T4782","K578","2023-07-13","463658.6","JPY","Payment","M163","APP004"
"T4783","K152","2024-01-06","338823.4","USD","Interest","M84","APP003"
"T4784","K31","2023-12-06","367736.52","USD","Repayment","M44","APP010"
"T4785","K891","2023-04-27","453269.55","JPY","Repayment","M168","APP010"
"T4786","K728","2024-05-06","14180.94","SGD","Drawdown","M73","APP010"
"T4787","K430","2024-03-08","347792.36","GBP","Payment","M66","APP004"
"T4788","K380","2023-10-15","162597.17","EUR","Drawdown","M14","APP010"
"T4789","K130","2023-11-13","106910.75","EUR","Interest","M2","APP003"
